"Scenario","Method","2y","5y","10y","median","RMS"
"Base","Cox",0,0.07,0.61,0.81,0.71
"Base","CTV LT",0.96,0.96,0.95,0.95,0.93
"Base","CTV PWC",0.82,0.91,0.93,0.94,0.93
"Base","AFT GG",0,0.37,0.44,0.94,0.9
"Base","AFT WBL LS",0.89,0.93,0.93,0.95,0.93
"Base","Pseudo",0.97,0.97,0.96,0.95,0.94
"Base","Wtd KM",0.97,0.96,0.96,0.95,0.94
